1	50	20
2	51	20
3	51	20
1	46	80
2	47	75
3	46	70
1	46	63
2	45	62
3	46	59
1	45	50
2	46	49
3	46	48
1	45	42
2	46	41
3	47	40
1	49	33
2	50	33
3	50	33
