1	0	0.48589	-746.73	0	0	0	0
2	0.05	0.45742	-939.1	0	0	0	0
3	0.1	0.44183	-1039.1	0	0	0	0
4	0.15	0.4459	-1154.6	0	0	0	0
5	0.2	0.46013	-1285.4	0	0	0	0
6	0.25	0.48386	-1377.7	0	0	0	0
7	0.3	0.52249	-1331.5	0	0	0	0
8	0.35	0.5713	-1108.4	0	0	0	0
9	0.4	0.61874	-885.24	0	0	0	0
10	0.45	0.67161	-562.05	0	0	0	0
11	0.5	0.73126	-215.78	0	0	0	0
12	0.55	0.77803	92.023	0	0	0	0
13	0.6	0.82412	369.04	0	0	0	0
14	0.65	0.86004	607.59	0	0	0	0
15	0.7	0.88851	776.88	0	0	0	0
16	0.75	0.90817	892.3	0	0	0	0
17	0.8	0.91698	969.25	0	0	0	0
18	0.85	0.9163	1061.6	0	0	0	0
19	0.9	0.90139	1161.6	0	0	0	0
20	0.95	0.88105	1192.4	0	0	0	0
21	1	0.84852	1092.4	0	0	0	0
22	1.05	0.80582	923.08	0	0	0	0
23	1.1	0.75634	730.71	0	0	0	0
24	1.15	0.70686	453.69	0	0	0	0
25	1.2	0.65128	122.8	0	0	0	0
26	1.25	0.59366	-169.61	0	0	0	0
27	1.3	0.54012	-423.54	0	0	0	0
28	1.35	0.50216	-662.08	0	0	0	0
29	1.4	0.47166	-815.98	0	0	0	0
30	1.45	0.44793	-985.27	0	0	0	0
31	1.5	0.4398	-1123.8	0	0	0	0
32	1.55	0.45064	-1208.4	0	0	0	0
33	1.6	0.47166	-1316.2	0	0	0	0
34	1.65	0.50216	-1331.5	0	0	0	0
35	1.7	0.54418	-1185.3	0	0	0	0
36	1.75	0.59434	-969.88	0	0	0	0
37	1.8	0.64653	-692.86	0	0	0	0
38	1.85	0.69872	-323.51	0	0	0	0
39	1.9	0.75159	-46.487	0	0	0	0
40	1.95	0.80175	276.7	0	0	0	0
41	2	0.84513	522.94	0	0	0	0
42	2.05	0.87767	715.32	0	0	0	0
43	2.1	0.90139	830.74	0	0	0	0
44	2.15	0.91223	946.17	0	0	0	0
45	2.2	0.9163	1053.9	0	0	0	0
46	2.25	0.91291	1200.1	0	0	0	0
47	2.3	0.89393	1184.7	0	0	0	0
48	2.35	0.86614	1061.6	0	0	0	0
49	2.4	0.83022	1030.8	0	0	0	0
50	2.45	0.78209	846.13	0	0	0	0
51	2.5	0.73465	569.11	0	0	0	0
52	2.55	0.67703	245.92	0	0	0	0
53	2.6	0.62213	-92.656	0	0	0	0
54	2.65	0.56926	-346.59	0	0	0	0
55	2.7	0.51843	-569.74	0	0	0	0
56	2.75	0.4825	-769.81	0	0	0	0
57	2.8	0.45878	-962.19	0	0	0	0
58	2.85	0.44522	-1069.9	0	0	0	0
59	2.9	0.4459	-1200.7	0	0	0	0
60	2.95	0.4581	-1285.4	0	0	0	0
61	3	0.48725	-1400.8	0	0	0	0
62	3.05	0.52181	-1323.9	0	0	0	0
63	3.1	0.56655	-1139.2	0	0	0	0
64	3.15	0.61739	-885.24	0	0	0	0
65	3.2	0.67364	-538.96	0	0	0	0
66	3.25	0.72922	-238.86	0	0	0	0
67	3.3	0.77803	53.548	0	0	0	0
68	3.35	0.82141	361.35	0	0	0	0
69	3.4	0.85733	607.59	0	0	0	0
70	3.45	0.89054	784.57	0	0	0	0
71	3.5	0.9102	853.83	0	0	0	0
72	3.55	0.91698	923.08	0	0	0	0
73	3.6	0.91562	1084.7	0	0	0	0
74	3.65	0.9041	1177	0	0	0	0
75	3.7	0.88241	1207.8	0	0	0	0
76	3.75	0.84784	1061.6	0	0	0	0
77	3.8	0.80514	938.47	0	0	0	0
78	3.85	0.75905	730.71	0	0	0	0
79	3.9	0.70279	430.6	0	0	0	0
80	3.95	0.65263	130.5	0	0	0	0
81	4	0.59027	-169.61	0	0	0	0
82	4.05	0.54147	-423.54	0	0	0	0
83	4.1	0.50284	-646.69	0	0	0	0
84	4.15	0.47098	-823.68	0	0	0	0
85	4.2	0.45132	-962.19	0	0	0	0
86	4.25	0.44048	-1077.6	0	0	0	0
87	4.3	0.45132	-1216.1	0	0	0	0
88	4.35	0.47301	-1323.9	0	0	0	0
89	4.4	0.50758	-1323.9	0	0	0	0
90	4.45	0.54554	-1231.5	0	0	0	0
91	4.5	0.59366	-985.27	0	0	0	0
92	4.55	0.64653	-700.56	0	0	0	0
93	4.6	0.70076	-331.2	0	0	0	0
94	4.65	0.75702	-31.097	0	0	0	0
95	4.7	0.80514	269.01	0	0	0	0
96	4.75	0.84784	522.94	0	0	0	0
97	4.8	0.87834	699.93	0	0	0	0
98	4.85	0.89868	846.13	0	0	0	0
99	4.9	0.91223	961.56	0	0	0	0
100	4.95	0.91901	1061.6	0	0	0	0
101	5	0.91088	1130.8	0	0	0	0
102	5.05	0.89122	1200.1	0	0	0	0
103	5.1	0.86479	1169.3	0	0	0	0
104	5.15	0.83022	1038.5	0	0	0	0
105	5.2	0.77803	846.13	0	0	0	0
106	5.25	0.72651	530.64	0	0	0	0
107	5.3	0.67432	261.31	0	0	0	0
