0	16.578	16.952
10	16.772	17.033
20	16.994	17.133
30	17.219	17.224
40	17.463	17.305
50	17.711	17.400
60	17.964	17.478
70	18.309	17.585
80	18.538	17.663
90	18.846	17.761
100	19.146	17.851
