3.5	1	5.401
3.5	2	5.665
3.5	3	5.723
6.5	1	5.961
6.5	2	6.142
6.5	3	6.145
9.5	1	6.970
9.5	2	5.894
9.5	3	5.894
12.5	1	6.119
12.5	2	5.982
12.5	3	6.069
15.5	1	6.374
15.5	2	6.482
15.5	3	6.353
18.5	1	7.111
18.5	2	6.893
18.5	3	7.340
21.5	1	7.127
21.5	2	7.570
21.5	3	7.372
