118	5.85	0.47572	-1377.7	0	0	0	0
119	5.9	0.5069	-1346.9	0	0	0	0
120	5.95	0.54418	-1193	0	0	0	0
121	6	0.59163	-1008.4	0	0	0	0
122	6.05	0.64314	-762.12	0	0	0	0
123	6.1	0.69262	-446.63	0	0	0	0
124	6.15	0.74481	-138.83	0	0	0	0
125	6.2	0.79091	184.36	0	0	0	0
126	6.25	0.83564	469.08	0	0	0	0
127	6.3	0.87157	676.84	0	0	0	0
128	6.35	0.89868	807.66	0	0	0	0
129	6.4	0.91359	938.47	0	0	0	0
130	6.45	0.91698	1092.4	0	0	0	0
131	6.5	0.9163	1153.9	0	0	0	0
132	6.55	0.90207	1192.4	0	0	0	0
133	6.6	0.88105	1161.6	0	0	0	0
134	6.65	0.84716	1084.7	0	0	0	0
135	6.7	0.8126	946.17	0	0	0	0
136	6.75	0.76244	676.84	0	0	0	0
137	6.8	0.71092	438.3	0	0	0	0
138	6.85	0.66009	138.19	0	0	0	0
139	6.9	0.60857	-161.91	0	0	0	0
140	6.95	0.56045	-423.54	0	0	0	0
141	7	0.50894	-669.78	0	0	0	0
142	7.05	0.47776	-777.51	0	0	0	0
143	7.1	0.45675	-969.88	0	0	0	0
144	7.15	0.44454	-1108.4	0	0	0	0
145	7.2	0.44454	-1239.2	0	0	0	0
146	7.25	0.45878	-1308.5	0	0	0	0
147	7.3	0.48521	-1346.9	0	0	0	0
148	7.35	0.51707	-1316.2	0	0	0	0
149	7.4	0.56316	-1177.6	0	0	0	0
150	7.45	0.61264	-885.24	0	0	0	0
151	7.5	0.66483	-585.13	0	0	0	0
152	7.55	0.71635	-292.73	0	0	0	0
153	7.6	0.76447	15.073	0	0	0	0
154	7.65	0.80921	284.4	0	0	0	0
155	7.7	0.85191	584.5	0	0	0	0
156	7.75	0.88241	769.18	0	0	0	0
157	7.8	0.9041	876.91	0	0	0	0
158	7.85	0.91698	976.95	0	0	0	0
159	7.9	0.91562	1138.5	0	0	0	0
160	7.95	0.91291	1230.9	0	0	0	0
161	8	0.89597	1261.7	0	0	0	0
162	8.05	0.8675	1177	0	0	0	0
163	8.1	0.83564	1084.7	0	0	0	0
