0.75	1	6.506
0.75	2	6.652
0.75	3	6.238
0.70	1	5.173
0.70	2	5.149
0.70	3	5.236
0.65	1	4.326
0.65	2	4.488
0.65	3	4.590
0.60	1	3.816
0.60	2	3.836
0.60	3	3.822
0.55	1	3.273
0.55	2	3.308
0.55	3	3.311
